92.84829824972391,93.32,93.32351661590978,2022-02-10 14:42:31.408142,74.7025
92.87142208695583,93.3,93.23964067221986,2022-02-10 14:47:37.915430,74.6839
93.00117860490187,93.32,93.44365826089405,2022-02-10 14:52:45.378366,74.5797
92.99793650772368,93.3,93.4202887280226,2022-02-10 14:57:55.465753,74.5823
93.01951317642326,93.46,93.49560785891504,2022-02-10 15:03:01.180795,74.5650
93.11904496591946,94.38,94.15280598990674,2022-02-10 16:24:52.754530,74.4853
92.89057634745576,94.14,93.84814212151042,2022-02-10 16:30:01.097301,74.6685
92.90040530078782,93.96,93.6504662432394,2022-02-10 16:35:10.539703,74.6606
92.90625389286043,94.14,93.91756043393757,2022-02-10 16:40:16.514263,74.6559
93.00018101246305,93.96,94.03932663363747,2022-02-10 16:45:21.816889,74.5805
92.88958112637991,93.76,93.71990898535275,2022-02-10 16:50:27.679799,74.6693
92.88958112637991,93.74,93.67303563847524,2022-02-10 16:55:38.761682,74.6693
92.83773473785654,93.68,93.51367268541446,2022-02-10 17:00:44.382068,74.7110
92.7328515752953,93.64,93.47487482535713,2022-02-10 17:05:52.851594,74.7955
92.74376326271918,93.56,93.39895997550367,2022-02-10 17:10:58.694636,74.7867
92.82642823015493,93.64,93.64280829388612,2022-02-10 17:16:04.645746,74.7201
92.919696001479,93.58,93.56273888038197,2022-02-10 17:21:10.209172,74.6451
92.99207636719535,93.46,93.63562014828321,2022-02-10 17:26:16.961558,74.5870
92.98958291437076,93.72,93.73366045931706,2022-02-10 17:31:22.578223,74.5890
92.96054403898552,94.08,94.04615592871416,2022-02-10 17:36:29.566807,74.6123
92.38448934132984,92.34,92.39116645099602,2022-02-11 11:04:41.374132,74.8827
92.38794389415584,92.66,92.57490995580923,2022-02-11 11:09:49.163301,74.8799
92.36759043158283,92.74,92.64130185162438,2022-02-11 11:15:00.701064,74.8964
92.65005585429037,92.42,92.32974451166534,2022-02-11 11:20:09.042192,74.9271
92.58765284564991,92.38,92.34091248586245,2022-02-11 11:25:16.183569,74.9776
92.50079948832747,92.32,92.19432896279714,2022-02-11 11:30:25.334186,75.0480
92.2745551214844,92.12,92.06129600232453,2022-02-11 11:35:33.019289,75.0261
91.77600153492963,91.9,91.82263568205104,2022-02-11 11:59:59.545751,75.0523
91.91164218577748,91.7,91.91164218577748,2022-02-11 12:05:06.619687,75.0177
91.88543039562042,91.38,91.53894436367173,2022-02-11 12:10:13.874887,75.0391
91.81116327873043,91.52,91.4782729115124,2022-02-11 12:15:19.226830,75.0998
91.47221450014831,91.56,91.31925093075007,2022-02-11 12:20:24.706923,75.1813
91.40182245425258,91.52,91.28220395751151,2022-02-11 12:25:31.198382,75.2392
86.63372773371474,87.1,86.65323104927838,2022-02-14 11:28:33.414270,76.9100
86.74800945112477,86.72,86.6764888317302,2022-02-14 11:33:53.743053,76.9009
86.70246018718166,86.54,86.42952484556409,2022-02-14 11:39:01.140979,76.9413
86.57542353304558,86.52,86.3093770359046,2022-02-14 11:44:06.519635,77.0542
86.3736933967467,86.34,86.23094841066434,2022-02-14 11:49:12.219083,77.0605
86.27539427310776,85.7,85.66617799744128,2022-02-14 11:54:17.698516,77.1483
86.2899346991585,85.72,85.56393765241076,2022-02-14 11:59:24.072768,77.1353
85.65085709175878,85.98,85.76749466383109,2022-02-14 12:04:30.131707,77.1621
85.66584487599256,86.28,86.17136279854722,2022-02-14 12:09:38.117106,77.1486
85.66451241610477,86.38,86.36444942177427,2022-02-14 12:14:44.163673,77.1498
86.59227663851196,86.7,86.79990085943452,2022-02-14 12:19:49.977811,77.0623
86.50516788328738,86.84,86.85518130046837,2022-02-14 12:24:55.554271,77.1399
86.40782733455225,87.16,87.08116871345182,2022-02-14 12:30:00.771787,77.2268
87.35092204472014,87.14,87.24710279403558,2022-02-14 12:35:07.596845,77.0570
87.26032902498153,86.72,86.85844665983899,2022-02-14 12:40:16.135903,77.1370
87.12535514811051,86.48,86.4652165189984,2022-02-14 12:45:26.818004,77.2565
86.54230849406801,86.5,86.32867173611587,2022-02-14 12:50:35.846357,77.2339
86.55037700691601,86.14,86.04537031881462,2022-02-14 12:55:42.760665,77.2267
86.56371576433534,85.76,85.87731885597061,2022-02-14 13:00:49.087791,77.2148
86.03659468038558,86.14,86.13368683508055,2022-02-14 13:05:55.586652,77.2462
86.06534024687777,86.44,86.50563840643146,2022-02-14 13:11:02.349983,77.2204
86.14599711464054,86.56,86.55430269831662,2022-02-14 13:16:07.916641,77.1481
86.59961093679732,86.18,86.36632853678799,2022-02-14 13:21:14.267722,77.1597
87.15080009964564,86.56,87.20949189857535,2022-02-14 13:26:19.605467,76.6717
87.12807252936106,86.74,87.23890590507187,2022-02-14 13:31:26.878464,76.6917
87.20400135462526,86.78,87.07374892541746,2022-02-14 13:36:33.223404,76.7740
87.08501292292163,87.06,86.74031496288318,2022-02-14 13:41:39.785161,76.8789
86.97346627261211,86.98,86.59023740703452,2022-02-14 13:46:46.170550,76.9775
86.66976649946619,86.68,86.61781399444628,2022-02-14 13:51:52.264304,76.9934
86.66335061059155,86.66,86.50750463317104,2022-02-14 13:56:57.773025,76.9991
86.73905103084677,86.52,86.57656966745914,2022-02-14 14:02:05.075693,76.9319
86.4479677918089,86.26,86.23395556846835,2022-02-14 14:07:10.864701,77.0984
86.43709286054255,86.42,86.25552957471395,2022-02-14 14:12:18.118773,77.1081
86.404148436234,86.32,86.17728082968725,2022-02-14 14:17:24.556140,77.1375
86.30224196524311,86.76,86.70419050804999,2022-02-14 14:22:30.851551,77.1243
88.41489771378723,89.86,89.57411526159021,2022-02-14 15:45:04.337704,76.3446
92.8479646041145,92.64,92.66250712024268,2022-02-15 12:22:52.293484,75.4890
92.88266225642982,92.86,92.7368912070903,2022-02-15 12:28:03.759144,75.4608
