,msc,ldn,pit
0,-0.17812020770609552,1,1.0
1,0.4896237636498501,1,1.0
2,-0.2915865261162456,1,1.0
3,-0.054880994228666796,1,1.0
4,0.5787662876349572,1,0.25
5,0.3174419537391681,1,-0.7504608059299414
6,-1.3104255926615556,1,1.0
7,0.0034611207047972594,1,1.0
8,0.18109023785668302,1,1.3346640397535012
9,4.311804767333167,1,1.0
10,-0.158527968685096,1,1.0
11,-0.9000925719197483,1,1.0
12,0.8864658138482445,1,1.0
13,22.418094340621874,1,1.0
14,-0.48780245451258103,1,1.0
15,-0.6154251711678924,1,1.0
16,-0.03397071891353007,1,1.0
17,0.3799440038255001,1,-0.009626211248951232
18,14.158483515910037,1,1.0
19,0.9786852668983446,1,1.0
20,0.8262899575063994,1,1.0
21,-0.834651778830023,1,0.18184057475276524
22,0.3280181871197426,1,1.0
23,1.460884715161963,1,1.0
24,-0.8689973289134628,1,1.0
25,0.8123586982347222,1,1.0
26,-1.5019366896610042,1,4.6776376566443485
27,0.24782205937263976,1,1.0
28,1.6657036589224,1,0.4236928140926506
29,-0.5855071164453548,1,1.0
30,-0.0856744410939729,1,1.0
31,-0.23452699007372588,1,1.0
32,-0.08262743574836888,1,5.755413155296675
33,0.5054923349370043,1,1.0
34,1.4175538206489597,1,1.0
35,3.4273030201914434,1,1.0
36,1.6883119078433049,1,-0.5183405953026389
37,-12.405963126935333,1,1.0
38,0.2452882110206325,1,1.0
39,-0.23137247537521996,1,1.2203661496698217
40,0.38341662956211753,1,1.0
41,1.5158357261128046,1,1.0
42,-2.504431356177431,1,1.1953131091094558
43,2.035362401757459,1,1.0
44,-3.0215171587701053,1,1.0
45,-0.8244118993937557,1,1.0
46,-0.5273831563014415,1,1.0
47,-0.6018622704025874,1,-0.5391027137756507
48,-2.0238430195063373,1,-1.829532362564989
49,0.5527357843483863,1,-0.8107818834983984
50,0.36580850409101134,1,-0.97044880395605
51,-0.6833274480902455,1,1.0
52,1.8461754158436212,1,1.0
53,-0.34221849493168977,1,0.673689646939792
54,17.453128935906904,1,1.0
55,-0.2978185302356884,1,1.0
56,-0.06689568129498231,1,1.0
57,0.33281144462000073,1,1.0
58,0.33553799710968885,1,1.0
59,-0.6043911343268982,1,2.4954805324864706
60,-0.7832466653036575,1,1.0
61,0.33571058851090385,1,1.0
62,0.8093782731390398,1,1.0
63,-0.310131260528007,1,1.0
64,-9.635753631251612,1,1.0
65,3.2168592581396647,1,1.0
66,-3.369879359625215,1,1.0
67,3.007831638573218,1,1.0
68,-2.8140881128449404,1,1.0
69,0.22429337953010361,1,1.0
70,0.014953445786514162,1,1.0
71,-0.21752524855174313,1,1.0
72,-0.5653610445041478,1,1.0
73,0.6660771229239434,1,1.0
74,3.222852469647874,1,1.0
75,-0.5065022280255793,1,1.0
76,2.3614984863960666,1,1.0
77,1.1610850747710986,1,1.0
78,-4.46162202300516,1,1.0
79,3.0109450086532563,1,1.0
80,0.7413053835867959,1,1.0
81,2.0604830017829294,1,1.0
82,1.9059969898873894,1,1.0
83,-0.5138609888154244,1,1.0
84,0.35185309843442725,1,1.0
85,0.9389340130199397,1,0.35423769509721076
86,0.11138275597788112,1,1.0
87,0.02061507719130984,1,1.0
88,0.047631357353167515,1,1.5418222746535144
89,-1.543727121801944,1,1.0
90,1.1388217652298804,1,1.0
91,0.6715614924743083,1,1.0
92,-0.8774507428979492,1,1.0
93,-128.3601372581062,1,1.0
94,-0.3037890346418638,1,1.0
95,-0.8018559569170046,1,-9.315322300435616
96,0.6330887750724365,1,1.0
97,0.019597931088816762,1,1.0
98,0.1350860242699947,1,1.0
99,-0.11171363782287629,1,1.0
100,0.3928363705978801,1,1.0
101,0.3316709376591457,1,1.0
102,1.5875221045282937,1,1.0
103,0.5581473853952729,1,1.0
104,0.042721486279276494,1,1.0
105,0.4041058294129577,1,0.3000118961075458
106,-3.0386587107073217,1,1.0
107,0.25960886673997907,1,1.0
108,0.3551816298350735,1,0.6957375235311342
109,0.6441029649542883,1,1.0
110,0.41851495868122696,1,1.0
111,-0.37622665138547046,1,1.0
112,-1.2112336815202251,1,1.0
113,1.975762216403221,1,1.6890494840211692
114,0.10855386613881465,1,1.0
115,0.7544518213294943,1,1.0
116,0.5943239816722221,1,1.0
117,-0.14876120996567754,1,1.0
118,-6.048319493619116,1,1.0
119,-0.031732187873266524,1,1.0
120,0.24146666377644577,1,0.25
121,-30.671500178306204,1,1.0
122,1.9183835334137573,1,1.0
123,-0.12551810304890318,1,1.0
124,0.446054914600816,1,1.0
125,0.4348961544130637,1,1.0
126,0.9791138626288028,1,1.0
127,-2.8587321822688536,1,1.0
128,2.292394608108657,1,1.0
129,5.633370360743091,1,0.25
130,-0.7769650969976127,1,1.0
131,7.678111595182915,1,1.0
132,2.902877932094436,1,-0.5570051866494287
133,-0.7102139583775638,1,1.0
134,1.994906228413806,1,1.0
135,2.085866821992747,1,1.0
136,7.899004492405619,1,1.0
137,-3.307727835501962,1,1.0
138,24.66469580948744,1,1.0
