,msc,ldn,pit
0,-0.8553587338838459,1.0,1.0
1,0.0854537114216781,0.49277442386578185,1.0
2,1.5947797316546597,1.0,1.0
3,37.87633052566783,1.0,1.7292548515020387
4,-0.4865271473021633,1.0,1.0
5,-0.8961780903707719,1.0,1.0
6,0.07557480072158043,1.0,1.0
7,-0.255158903092391,1.0,0.3602556985691362
8,0.24927673227162941,0.025874337086380726,0.471072744265409
9,1.7602089144461097,1.0,1.0
10,-0.07466984784204365,1.0,1.0
11,-0.846903931349851,1.0,-0.9175680728504981
12,0.2894613657859817,-0.02457446722062812,0.38969769843885443
13,-0.22865686603269944,1.0,1.0
14,1.5275053282153852,1.0,-3.8439465049153525
15,1.4048256564677968,1.0,1.0
16,0.798590441222127,1.0,1.0
17,2.196105198125905,1.0,1.0
18,-6.760694758651608,1.0,-22.970786044326363
19,0.5447558467740989,1.0,1.0
20,-3.7429507966876976,1.0,0.8843033129998643
21,-0.8901916071916341,1.0,1.0
22,-1.7343808022733302,-0.2896343412263836,1.0
23,0.3364931804071439,1.0,1.0
24,0.7643257384045488,1.0,1.1894224903443644
25,1.6700646678546327,1.0,1.0
26,3.758683725188425,1.0,1.0
27,1.8898724740129627,0.25,0.22094966967763346
28,-1.6546043357690823,1.0,-0.671752403021585
29,-1.2583467697867445,1.0,1.0
30,-28.448824052905096,1.0,1.0
31,-1.2755195243651771,1.0,0.3096240851034559
32,-1.7598056163480096,1.0,1.0
33,0.446090286148975,1.0,1.0
34,0.7308877399072302,0.5003619367978004,1.0
35,0.3614110195324626,1.0,1.0
36,-0.8001753053766354,1.0,1.0
37,-1.3755714648154218,1.0,1.0
38,-0.3264081857700772,1.0,1.0
39,0.972921851330391,1.0,1.0
40,-3.130073012830021,1.0,1.0
41,-1.0936375623220622,1.0,1.0
42,1.1940858931448464,1.0,1.0
43,0.7904055350895002,1.0,0.09751100890657699
44,2.0591706904655953,1.0,1.0
45,0.8232851923675256,1.0,1.0
46,-2.798982608700847,1.0,0.7771719406502043
47,-9.100814299292566,1.0,1.0
48,-0.48169252100528154,1.0,1.0
49,2.8172194859835105,1.0,1.5093658922396493
50,-0.6401949641689247,1.0,1.0
51,2.7269990487859057,1.0,1.0
52,0.2709620304062012,1.0,0.20622042990185818
53,-14.907058430704307,1.0,0.9371905012845574
54,-0.5307133694698648,1.0,1.0
55,0.9794063236426342,1.0,1.0
56,-0.9532576124567084,1.0,1.0
57,-5.246299465107337,1.0,1.0
58,0.4711146153543872,1.0,1.0
59,3.9758112602257096,1.0,0.9796590515617307
60,1.7219961872884875,1.0,-39.737258313708494
61,-1.158371235532012,1.0,1.0
